gene	chrom	start	end	bin_index	prediction_stored_as_is	gt_chip_clip0_log1p
BCL11A	chr2	60400424	60400524	3950	0.08734814845025539	0.0
BCL11A	chr2	60400524	60400624	3951	0.12494642116129398	0.0
BCL11A	chr2	60400624	60400724	3952	0.11820679500699044	0.13727021539822926
BCL11A	chr2	60400724	60400824	3953	0.12385567232966423	0.1589788738466677
BCL11A	chr2	60400824	60400924	3954	0.12650671660900115	0.4180639496722725
BCL11A	chr2	60400924	60401024	3955	0.10811463408172131	0.6749118923746272
BCL11A	chr2	60401024	60401124	3956	0.11232345439493656	0.0
BCL11A	chr2	60401124	60401224	3957	0.09703226916491986	0.22878369233038207
BCL11A	chr2	60401224	60401324	3958	0.08512966006994248	0.0
BCL11A	chr2	60401324	60401424	3959	0.08475258022546768	0.0
BCL11A	chr2	60401424	60401524	3960	0.077331982254982	0.22878369233038207
BCL11A	chr2	60401524	60401624	3961	0.09182491168379783	0.0
BCL11A	chr2	60401624	60401724	3962	0.07642600283026696	0.3036721035070815
BCL11A	chr2	60401724	60401824	3963	0.08747649431228638	0.10295266154867193
BCL11A	chr2	60401824	60401924	3964	0.10656975015997887	0.22878369233038207
BCL11A	chr2	60401924	60402024	3965	0.10315715424716472	0.22878369233038207
BCL11A	chr2	60402024	60402124	3966	0.10247423477470875	0.22878369233038207
BCL11A	chr2	60402124	60402224	3967	0.07898393880575895	0.13538888972119578
BCL11A	chr2	60402224	60402324	3968	0.0889200122654438	0.22878369233038207
BCL11A	chr2	60402324	60402424	3969	0.10490998335182666	0.0
BCL11A	chr2	60402424	60402524	3970	0.13032807812094688	0.02358998412547191
BCL11A	chr2	60402524	60402624	3971	0.1375756299495697	0.0608562859907132
BCL11A	chr2	60402624	60402724	3972	0.12651367723941803	0.0
BCL11A	chr2	60402724	60402824	3973	0.10562006607651711	0.3639264625441035
BCL11A	chr2	60402824	60402924	3974	0.11686218835413456	0.0
BCL11A	chr2	60402924	60403024	3975	0.10146149009466171	0.20524396668563527
BCL11A	chr2	60403024	60403124	3976	0.11557335369288921	0.0
BCL11A	chr2	60403124	60403224	3977	0.09623814977705479	0.22878369233038207
BCL11A	chr2	60403224	60403324	3978	0.0978342428803444	0.0
BCL11A	chr2	60403324	60403424	3979	0.10600088402628899	0.0
BCL11A	chr2	60403424	60403524	3980	0.11360660493373871	0.03172461328009017
BCL11A	chr2	60403524	60403624	3981	0.11104869715869427	0.008846244047051966
BCL11A	chr2	60403624	60403724	3982	0.09005058482289315	0.008846244047051966
BCL11A	chr2	60403724	60403824	3983	0.08010523580014706	0.0
BCL11A	chr2	60403824	60403924	3984	0.07926902167499066	0.0
BCL11A	chr2	60403924	60404024	3985	0.11076328903436661	0.22878369233038207
BCL11A	chr2	60404024	60404124	3986	0.12237149193882942	0.22878369233038207
BCL11A	chr2	60404124	60404224	3987	0.12197966285049916	0.0
BCL11A	chr2	60404224	60404324	3988	0.10880117006599903	0.22878369233038207
BCL11A	chr2	60404324	60404424	3989	0.0879746375232935	0.03172461328009017
BCL11A	chr2	60404424	60404524	3990	0.07255945831537247	0.24200191417798542
BCL11A	chr2	60404524	60404624	3991	0.05937780033797026	0.04575673846607641
BCL11A	chr2	60404624	60404724	3992	0.05269493728876114	0.45756738466076413
BCL11A	chr2	60404724	60404824	3993	0.06970663744956256	0.22878369233038207
BCL11A	chr2	60404824	60404924	3994	0.05608030628412962	0.22878369233038207
BCL11A	chr2	60404924	60405024	3995	0.06835536193102598	0.22878369233038207
BCL11A	chr2	60405024	60405124	3996	0.04888494599610567	0.22878369233038207
BCL11A	chr2	60405124	60405224	3997	0.060270651280879974	0.1438793263220309
BCL11A	chr2	60405224	60405324	3998	0.10496463522315025	0.3763233815605306
BCL11A	chr2	60405324	60405424	3999	0.12271804228425026	0.20590532309734386
BCL11A	chr2	60405424	60405524	4000	0.15138790756464005	0.28525424934038895
BCL11A	chr2	60405524	60405624	4001	0.13614533238112927	0.3639264625441035
BCL11A	chr2	60405624	60405724	4002	0.13171782001852989	0.23173244034606605
BCL11A	chr2	60405724	60405824	4003	0.1326567842066288	0.3117824061450707
BCL11A	chr2	60405824	60405924	4004	0.13168003380298615	0.45756738466076413
BCL11A	chr2	60405924	60406024	4005	0.13888540625572204	0.10991757991869046
BCL11A	chr2	60406024	60406124	4006	0.13905970744788645	0.22878369233038207
BCL11A	chr2	60406124	60406224	4007	0.12556714735925198	0.0
BCL11A	chr2	60406224	60406324	4008	0.12790436625480653	0.0
BCL11A	chr2	60406324	60406424	4009	0.12021822869777679	0.0
BCL11A	chr2	60406424	60406524	4010	0.1324735128134489	0.07595583351535
BCL11A	chr2	60406524	60406624	4011	0.13360066831111908	0.27246380173471113
BCL11A	chr2	60406624	60406724	4012	0.11487525410950183	0.22878369233038207
BCL11A	chr2	60406724	60406824	4013	0.10252165891230107	0.0
BCL11A	chr2	60406824	60406924	4014	0.11068962074816227	0.0
BCL11A	chr2	60406924	60407024	4015	0.10641044907271863	0.05897496031367977
BCL11A	chr2	60407024	60407124	4016	0.10685879915952683	0.0
BCL11A	chr2	60407124	60407224	4017	0.09362630844116211	0.1287797787973941
BCL11A	chr2	60407224	60407324	4018	0.06044299922883511	0.0
BCL11A	chr2	60407324	60407424	4019	0.07306567650288344	0.0
BCL11A	chr2	60407424	60407524	4020	0.10250950254499912	0.21734450771386296
BCL11A	chr2	60407524	60407624	4021	0.11819666102528573	0.24022287694690114
BCL11A	chr2	60407624	60407724	4022	0.1317536624521017	0.2932337133666874
BCL11A	chr2	60407724	60407824	4023	0.11211237408220769	0.3431755384955731
BCL11A	chr2	60407824	60407924	4024	0.09589832551777362	0.046112545912293273
BCL11A	chr2	60407924	60408024	4025	0.06559693463146686	0.35156368665045895
BCL11A	chr2	60408024	60408124	4026	0.061109264530241486	0.3993251899124661
BCL11A	chr2	60408124	60408224	4027	0.04657353699207306	0.04575673846607641
BCL11A	chr2	60408224	60408324	4028	0.040874921903014186	0.0
BCL11A	chr2	60408324	60408424	4029	0.0462418769672513	0.0
BCL11A	chr2	60408424	60408524	4030	0.06300104726105929	0.05307746428231179
BCL11A	chr2	60408524	60408624	4031	0.08945880271494389	0.0
BCL11A	chr2	60408624	60408724	4032	0.10951553434133529	0.18633150932620648
BCL11A	chr2	60408724	60408824	4033	0.10945156514644623	0.2076843603284281
BCL11A	chr2	60408824	60408924	4034	0.10241535477340222	0.3664308658477763
BCL11A	chr2	60408924	60409024	4035	0.09401809327304363	0.11439184616519103
BCL11A	chr2	60409024	60409124	4036	0.07143288128077983	0.13727021539822923
BCL11A	chr2	60409124	60409224	4037	0.06638960625976324	0.22878369233038207
BCL11A	chr2	60409224	60409324	4038	0.10324495024979115	0.0
BCL11A	chr2	60409324	60409424	4039	0.11279262758791447	0.0
BCL11A	chr2	60409424	60409524	4040	0.1178174464404583	0.0
BCL11A	chr2	60409524	60409624	4041	0.11591291353106499	0.0
BCL11A	chr2	60409624	60409724	4042	0.08367770820856095	0.0
BCL11A	chr2	60409724	60409824	4043	0.07577502526342869	0.0
BCL11A	chr2	60409824	60409924	4044	0.07330795876681805	0.0
BCL11A	chr2	60409924	60410024	4045	0.06766634337604045	0.18302695386430565
BCL11A	chr2	60410024	60410124	4046	0.0823549646884203	0.22359781119144778
BCL11A	chr2	60410124	60410224	4047	0.09662599198520183	0.22878369233038207
BCL11A	chr2	60410224	60410324	4048	0.11624581441283226	0.22878369233038207
BCL11A	chr2	60410324	60410424	4049	0.13946065664291382	0.0
BCL11A	chr2	60410424	60410524	4050	0.14232419908046723	0.0
BCL11A	chr2	60410524	60410624	4051	0.14735682137310505	0.2033123825278767
BCL11A	chr2	60410624	60410724	4052	0.13573873437941075	0.0
BCL11A	chr2	60410724	60410824	4053	0.13016134165227414	0.0
BCL11A	chr2	60410824	60410924	4054	0.11293471351265907	0.22878369233038207
BCL11A	chr2	60410924	60411024	4055	0.09250595785677433	0.0
BCL11A	chr2	60411024	60411124	4056	0.09178414717316627	0.0
BCL11A	chr2	60411124	60411224	4057	0.07698401868343353	0.0
BCL11A	chr2	60411224	60411324	4058	0.04541250601410866	0.09151347693215284
BCL11A	chr2	60411324	60411424	4059	0.05142834637314081	0.13727021539822923
BCL11A	chr2	60411424	60411524	4060	0.04352075297385454	0.5069830631560996
BCL11A	chr2	60411524	60411624	4061	0.05073136992752552	0.22878369233038207
BCL11A	chr2	60411624	60411724	4062	0.057257716618478297	0.45756738466076413
BCL11A	chr2	60411724	60411824	4063	0.06269807506352663	0.0
BCL11A	chr2	60411824	60411924	4064	0.0774884333834052	0.4513246565196535
BCL11A	chr2	60411924	60412024	4065	0.10162309244275093	0.0
BCL11A	chr2	60412024	60412124	4066	0.11597217164933682	0.22878369233038207
BCL11A	chr2	60412124	60412224	4067	0.1467592576146126	0.0
BCL11A	chr2	60412224	60412324	4068	0.1288056633621454	0.0
BCL11A	chr2	60412324	60412424	4069	0.10642137557268143	0.0
BCL11A	chr2	60412424	60412524	4070	0.08588359229266644	0.22878369233038207
BCL11A	chr2	60412524	60412624	4071	0.07394319266080857	0.0
BCL11A	chr2	60412624	60412724	4072	0.10393327608704567	0.22878369233038207
BCL11A	chr2	60412724	60412824	4073	0.09230629064142704	0.0
BCL11A	chr2	60412824	60412924	4074	0.09565670140087605	0.22878369233038207
BCL11A	chr2	60412924	60413024	4075	0.10467004254460335	0.45756738466076413
BCL11A	chr2	60413024	60413124	4076	0.08713641107082366	0.0
BCL11A	chr2	60413124	60413224	4077	0.10569404207170009	0.07595583351535
BCL11A	chr2	60413224	60413324	4078	0.12888528414070607	0.22878369233038207
BCL11A	chr2	60413324	60413424	4079	0.12702023401856422	0.22878369233038207
BCL11A	chr2	60413424	60413524	4080	0.11192640520632267	0.19446613848082475
BCL11A	chr2	60413524	60413624	4081	0.14403281606733798	0.03431755384955731
BCL11A	chr2	60413624	60413724	4082	0.10998557686805725	0.34907303452694094
BCL11A	chr2	60413724	60413824	4083	0.12992644369602202	0.25237367645585396
BCL11A	chr2	60413824	60413924	4084	0.11821244448423386	0.22878369233038207
BCL11A	chr2	60413924	60414024	4085	0.11832798048853874	0.22878369233038207
BCL11A	chr2	60414024	60414124	4086	0.13348536178469658	0.22878369233038207
BCL11A	chr2	60414124	60414224	4087	0.11191371589899063	0.0
BCL11A	chr2	60414224	60414324	4088	0.09820027627050877	0.3701691906852142
BCL11A	chr2	60414324	60414424	4089	0.07542420119047165	0.13727021539822926
BCL11A	chr2	60414424	60414524	4090	0.05664364892989397	0.09151347693215282
BCL11A	chr2	60414524	60414624	4091	0.05255658406764269	0.11215471304194073
BCL11A	chr2	60414624	60414724	4092	0.04369689267128706	0.0
BCL11A	chr2	60414724	60414824	4093	0.03736860327422619	0.3451982781207714
BCL11A	chr2	60414824	60414924	4094	0.03758819319307804	0.04128247221957584
BCL11A	chr2	60414924	60415024	4095	0.03934944096952677	0.22878369233038207
BCL11A	chr2	60415024	60415124	4096	0.04046161077916622	0.20402399742031035
BCL11A	chr2	60415124	60415224	4097	0.04057523977011442	0.14804804360303975
BCL11A	chr2	60415224	60415324	4098	0.04295681342482567	0.22878369233038207
BCL11A	chr2	60415324	60415424	4099	0.08003961808979511	0.22878369233038207
BCL11A	chr2	60415424	60415524	4100	0.09279460199177265	0.0
BCL11A	chr2	60415524	60415624	4101	0.11496000953018665	0.0
BCL11A	chr2	60415624	60415724	4102	0.08369911223649978	0.0
BCL11A	chr2	60415724	60415824	4103	0.07807966750115156	0.0
BCL11A	chr2	60415824	60415924	4104	0.05660484243184328	0.0
BCL11A	chr2	60415924	60416024	4105	0.04679709628224373	0.0
BCL11A	chr2	60416024	60416124	4106	0.04994661770761013	0.0
BCL11A	chr2	60416124	60416224	4107	0.06595227364450693	0.22878369233038207
BCL11A	chr2	60416224	60416324	4108	0.10159693226218224	0.13538888972119578
BCL11A	chr2	60416324	60416424	4109	0.10407680988311768	0.22878369233038207
BCL11A	chr2	60416424	60416524	4110	0.10425597220659256	0.22878369233038207
BCL11A	chr2	60416524	60416624	4111	0.08594142764806748	0.3471917088499076
BCL11A	chr2	60416624	60416724	4112	0.06932075332850218	0.22878369233038207
BCL11A	chr2	60416724	60416824	4113	0.058837910145521165	0.26676160908805696
BCL11A	chr2	60416824	60416924	4114	0.05465287659317255	0.029487480156839885
BCL11A	chr2	60416924	60417024	4115	0.06439678177237511	0.0
BCL11A	chr2	60417024	60417124	4116	0.06509706478565931	0.0
BCL11A	chr2	60417124	60417224	4117	0.06077467016875744	0.0
BCL11A	chr2	60417224	60417324	4118	0.06311783693730831	0.2745404307964585
BCL11A	chr2	60417324	60417424	4119	0.06395386978983879	0.18302695386430565
BCL11A	chr2	60417424	60417524	4120	0.07354989595711231	0.0
BCL11A	chr2	60417524	60417624	4121	0.0869808804243803	0.0
BCL11A	chr2	60417624	60417724	4122	0.09067710667848587	0.22878369233038207
BCL11A	chr2	60417724	60417824	4123	0.11171382665634155	0.0
BCL11A	chr2	60417824	60417924	4124	0.10332005769014359	0.45756738466076413
BCL11A	chr2	60417924	60418024	4125	0.10348660692572594	0.45756738466076413
BCL11A	chr2	60418024	60418124	4126	0.10766762405633927	0.0
BCL11A	chr2	60418124	60418224	4127	0.11582786574959755	0.1863315093262065
BCL11A	chr2	60418224	60418324	4128	0.12441512487828732	0.22878369233038207
BCL11A	chr2	60418324	60418424	4129	0.12407482713460923	0.011439184616519103
BCL11A	chr2	60418424	60418524	4130	0.12934850305318832	0.21734450771386296
BCL11A	chr2	60418524	60418624	4131	0.12767689742147922	0.0
BCL11A	chr2	60418624	60418724	4132	0.12147440284490585	0.0
BCL11A	chr2	60418724	60418824	4133	0.10424795538187027	0.1863315093262065
BCL11A	chr2	60418824	60418924	4134	0.08468207538127899	0.0
BCL11A	chr2	60418924	60419024	4135	0.08011608876287937	0.27891240859700983
BCL11A	chr2	60419024	60419124	4136	0.0789622700959444	0.0
BCL11A	chr2	60419124	60419224	4137	0.10583634845912457	0.22878369233038207
BCL11A	chr2	60419224	60419324	4138	0.11961009055376053	0.011439184616519103
BCL11A	chr2	60419324	60419424	4139	0.10610859200358391	0.21734450771386296
BCL11A	chr2	60419424	60419524	4140	0.10129249155521393	0.22878369233038207
BCL11A	chr2	60419524	60419624	4141	0.07448835730552673	0.22878369233038207
BCL11A	chr2	60419624	60419724	4142	0.07134163051843644	0.0
BCL11A	chr2	60419724	60419824	4143	0.09629509158432484	0.0
BCL11A	chr2	60419824	60419924	4144	0.11422907091677188	0.22878369233038207
BCL11A	chr2	60419924	60420024	4145	0.13896423771977426	0.0
BCL11A	chr2	60420024	60420124	4146	0.14205496206879617	0.0
BCL11A	chr2	60420124	60420224	4147	0.1131951643526554	0.0
BCL11A	chr2	60420224	60420324	4148	0.09729281842708587	0.07595583351535
BCL11A	chr2	60420324	60420424	4149	0.08520526491105557	0.0
BCL11A	chr2	60420424	60420524	4150	0.080626799762249	0.22878369233038207
BCL11A	chr2	60420524	60420624	4151	0.08870246343314647	0.0
BCL11A	chr2	60420624	60420724	4152	0.08120833471417427	0.0
BCL11A	chr2	60420724	60420824	4153	0.08446192756295204	0.0
BCL11A	chr2	60420824	60420924	4154	0.09176940992474555	0.0
BCL11A	chr2	60420924	60421024	4155	0.08031153611838818	0.0
BCL11A	chr2	60421024	60421124	4156	0.10540773011744023	0.0
BCL11A	chr2	60421124	60421224	4157	0.08303629852831364	0.0
BCL11A	chr2	60421224	60421324	4158	0.09918724462389945	0.1863315093262065
BCL11A	chr2	60421324	60421424	4159	0.0987724158167839	0.0
BCL11A	chr2	60421424	60421524	4160	0.0848382817208767	0.22878369233038207
BCL11A	chr2	60421524	60421624	4161	0.086992631778121	0.008846244047051966
BCL11A	chr2	60421624	60421724	4162	0.07311048991978168	0.1095617724724736
BCL11A	chr2	60421724	60421824	4163	0.07078754365444183	0.04387541278904297
BCL11A	chr2	60421824	60421924	4164	0.06832636646926403	0.1589788738466677
BCL11A	chr2	60421924	60422024	4165	0.08367290187627077	0.0
BCL11A	chr2	60422024	60422124	4166	0.07224515907466411	0.22878369233038207
BCL11A	chr2	60422124	60422224	4167	0.07259847566485406	0.0
BCL11A	chr2	60422224	60422324	4168	0.07155214436352253	0.0
BCL11A	chr2	60422324	60422424	4169	0.07787965975701809	0.0
BCL11A	chr2	60422424	60422524	4170	0.08791919939219951	0.45756738466076413
BCL11A	chr2	60422524	60422624	4171	0.09922952570021153	0.12583103078171015
BCL11A	chr2	60422624	60422724	4172	0.08036489471793175	0.1568637569634563
BCL11A	chr2	60422724	60422824	4173	0.08240485727787018	0.22878369233038207
BCL11A	chr2	60422824	60422924	4174	0.07891198933124542	0.22878369233038207
BCL11A	chr2	60422924	60423024	4175	0.06916922517120838	0.14647226689149806
BCL11A	chr2	60423024	60423124	4176	0.07422275841236115	0.44094231890531077
BCL11A	chr2	60423124	60423224	4177	0.08977926053106784	0.0645166488988309
BCL11A	chr2	60423224	60423324	4178	0.091786008477211	0.22878369233038207
BCL11A	chr2	60423324	60423424	4179	0.09080467455089092	0.0
BCL11A	chr2	60423424	60423524	4180	0.07098717518150806	0.30473952584573205
BCL11A	chr2	60423524	60423624	4181	0.05984231047332287	0.15201395547664917
BCL11A	chr2	60423624	60423724	4182	0.06901125125586986	0.35710537523561015
BCL11A	chr2	60423724	60423824	4183	0.08200317583978176	0.19294062025000816
BCL11A	chr2	60423824	60423924	4184	0.09226432964205741	0.0
BCL11A	chr2	60423924	60424024	4185	0.10007674172520638	0.0
BCL11A	chr2	60424024	60424124	4186	0.09334324896335602	0.0
BCL11A	chr2	60424124	60424224	4187	0.09365115970373154	0.30681330914976235
BCL11A	chr2	60424224	60424324	4188	0.10527731142938138	0.38150926269946484
BCL11A	chr2	60424324	60424424	4189	0.11647013261914253	0.37490015177566327
BCL11A	chr2	60424424	60424524	4190	0.10919103093445301	0.22029325572954697
BCL11A	chr2	60424524	60424624	4191	0.0955757538229227	0.0
BCL11A	chr2	60424624	60424724	4192	0.07161018934100866	0.22878369233038207
BCL11A	chr2	60424724	60424824	4193	0.07105600953102112	0.21180281912871185
BCL11A	chr2	60424824	60424924	4194	0.08303718216717243	0.0
BCL11A	chr2	60424924	60425024	4195	0.0746832363680005	0.22878369233038207
BCL11A	chr2	60425024	60425124	4196	0.08867890238761902	0.22878369233038207
BCL11A	chr2	60425124	60425224	4197	0.07755430497229099	0.22878369233038207
BCL11A	chr2	60425224	60425324	4198	0.08308037772774696	0.0
BCL11A	chr2	60425324	60425424	4199	0.09012623757123947	0.22878369233038207
BCL11A	chr2	60425424	60425524	4200	0.08809077873826027	0.22878369233038207
BCL11A	chr2	60425524	60425624	4201	0.06394669950008393	0.0
BCL11A	chr2	60425624	60425724	4202	0.04788755770772696	0.0
BCL11A	chr2	60425724	60425824	4203	0.04705339387059212	0.0
BCL11A	chr2	60425824	60425924	4204	0.052901275120675564	0.0
BCL11A	chr2	60425924	60426024	4205	0.05888232853263617	0.0
BCL11A	chr2	60426024	60426124	4206	0.03819014888256788	0.0
BCL11A	chr2	60426124	60426224	4207	0.04237643588334322	0.0
BCL11A	chr2	60426224	60426324	4208	0.0376435063034296	0.0
BCL11A	chr2	60426324	60426424	4209	0.03751676259562373	0.0
BCL11A	chr2	60426424	60426524	4210	0.03500048957765103	0.0
BCL11A	chr2	60426524	60426624	4211	0.03653453968465328	0.0
BCL11A	chr2	60426624	60426724	4212	0.03951729964464903	0.0
BCL11A	chr2	60426724	60426824	4213	0.04712663184851408	0.22878369233038207
BCL11A	chr2	60426824	60426924	4214	0.05627430513501167	0.22878369233038207
BCL11A	chr2	60426924	60427024	4215	0.08139699719846248	0.0
BCL11A	chr2	60427024	60427124	4216	0.0748655839636922	0.0
BCL11A	chr2	60427124	60427224	4217	0.07707258090376853	0.0
BCL11A	chr2	60427224	60427324	4218	0.06820724163204432	0.0
BCL11A	chr2	60427324	60427424	4219	0.03417189132422209	0.0
BCL11A	chr2	60427424	60427524	4220	0.029707053042948246	0.011794992062735954
BCL11A	chr2	60427524	60427624	4221	0.029189909175038338	0.2033123825278767
BCL11A	chr2	60427624	60427724	4222	0.030340797342360018	0.0
BCL11A	chr2	60427724	60427824	4223	0.03131006957963109	0.0
BCL11A	chr2	60427824	60427924	4224	0.03729189530014992	0.0
BCL11A	chr2	60427924	60428024	4225	0.03722063571214676	0.0
BCL11A	chr2	60428024	60428124	4226	0.03794224254786968	0.22878369233038207
BCL11A	chr2	60428124	60428224	4227	0.03988778822124004	0.19482194592704155
BCL11A	chr2	60428224	60428324	4228	0.04628387052565813	0.0
BCL11A	chr2	60428324	60428424	4229	0.061895485408604144	0.30402791095329834
BCL11A	chr2	60428424	60428524	4230	0.10204065516591072	0.09151347693215284
BCL11A	chr2	60428524	60428624	4231	0.1168849428743124	0.19812650138894244
BCL11A	chr2	60428624	60428724	4232	0.11607769191265106	0.28079373427404325
BCL11A	chr2	60428724	60428824	4233	0.11465839922428131	0.0
BCL11A	chr2	60428824	60428924	4234	0.11146754555404187	0.22878369233038207
BCL11A	chr2	60428924	60429024	4235	0.09880815982818604	0.0
BCL11A	chr2	60429024	60429124	4236	0.13277071386575698	0.0
BCL11A	chr2	60429124	60429224	4237	0.11605884656310081	0.0
BCL11A	chr2	60429224	60429324	4238	0.11056628815829754	0.0
BCL11A	chr2	60429324	60429424	4239	0.10126413598656654	0.09293670671702023
BCL11A	chr2	60429424	60429524	4240	0.09402675986289978	0.0
BCL11A	chr2	60429524	60429624	4241	0.10663487687706948	0.22878369233038207
BCL11A	chr2	60429624	60429724	4242	0.10848747834563255	0.3576837344029928
BCL11A	chr2	60429724	60429824	4243	0.1056928676366806	0.22878369233038207
BCL11A	chr2	60429824	60429924	4244	0.11057096727192402	0.30885798464601577
BCL11A	chr2	60429924	60430024	4245	0.10084105044603348	0.37749309234513034
BCL11A	chr2	60430024	60430124	4246	0.08596795462071896	0.3546147231120921
BCL11A	chr2	60430124	60430224	4247	0.06723251666873693	0.6323015810169094
BCL11A	chr2	60430224	60430324	4248	0.05390222068876028	0.3302108356482374
BCL11A	chr2	60430324	60430424	4249	0.050827137120068075	0.6976319206356648
BCL11A	chr2	60430424	60430524	4250	0.05047775696963072	0.22878369233038207
BCL11A	chr2	60430524	60430624	4251	0.05805751867592335	0.0
BCL11A	chr2	60430624	60430724	4252	0.06957556892186403	0.13350304570082233
BCL11A	chr2	60430724	60430824	4253	0.06588163040578365	0.28775865264406186
BCL11A	chr2	60430824	60430924	4254	0.0709965680167079	0.43930018929272996
BCL11A	chr2	60430924	60431024	4255	0.04794462773948908	0.22878369233038207
BCL11A	chr2	60431024	60431124	4256	0.04338120318949223	0.0
BCL11A	chr2	60431124	60431224	4257	0.0414783426001668	0.0
BCL11A	chr2	60431224	60431324	4258	0.046244149431586265	0.16416475498560198
BCL11A	chr2	60431324	60431424	4259	0.04940921418368816	0.4516617039384958
BCL11A	chr2	60431424	60431524	4260	0.09081311486661434	0.0
BCL11A	chr2	60431524	60431624	4261	0.09956498071551323	0.4138682876729891
BCL11A	chr2	60431624	60431724	4262	0.12490839503705502	0.0
BCL11A	chr2	60431724	60431824	4263	0.08810889072716237	0.0
BCL11A	chr2	60431824	60431924	4264	0.08809922412037849	0.0
BCL11A	chr2	60431924	60432024	4265	0.06512163691222668	0.0
BCL11A	chr2	60432024	60432124	4266	0.05491541761904955	0.011439184616519103
BCL11A	chr2	60432124	60432224	4267	0.060468017607927325	0.10696883190300646
BCL11A	chr2	60432224	60432324	4268	0.09748302295804023	0.0903437661475531
BCL11A	chr2	60432324	60432424	4269	0.11240663096308708	0.4097181028632831
BCL11A	chr2	60432424	60432524	4270	0.1284454933553934	0.45756738466076413
BCL11A	chr2	60432524	60432624	4271	0.1509804541617632	0.1351776720668246
BCL11A	chr2	60432624	60432724	4272	0.13831941179931165	0.46377521094877167
BCL11A	chr2	60432724	60432824	4273	0.14629054814577103	0.2516620615634203
BCL11A	chr2	60432824	60432924	4274	0.12396006584167481	0.8111009342540509
BCL11A	chr2	60432924	60433024	4275	0.14213590323925018	0.3576837344029928
BCL11A	chr2	60433024	60433124	4276	0.1196585413068533	0.22878369233038207
BCL11A	chr2	60433124	60433224	4277	0.15217982351779938	0.45756738466076413
BCL11A	chr2	60433224	60433324	4278	0.1449356734752655	0.22878369233038207
BCL11A	chr2	60433324	60433424	4279	0.13460598543286323	0.10295266154867194
BCL11A	chr2	60433424	60433524	4280	0.10055723868310451	0.23574861070040057
BCL11A	chr2	60433524	60433624	4281	0.08701885357499123	0.33271282183854994
BCL11A	chr2	60433624	60433724	4282	0.059536988027393815	0.0
BCL11A	chr2	60433724	60433824	4283	0.052787379883229735	0.0
BCL11A	chr2	60433824	60433924	4284	0.0644520640745759	0.3546147231120921
BCL11A	chr2	60433924	60434024	4285	0.09306511983275413	0.10590140956435593
BCL11A	chr2	60434024	60434124	4286	0.10668552078306676	0.296249089244897
BCL11A	chr2	60434124	60434224	4287	0.1270165540277958	0.0
BCL11A	chr2	60434224	60434324	4288	0.11372404977679253	0.0
BCL11A	chr2	60434324	60434424	4289	0.0941220423579216	0.22878369233038207
BCL11A	chr2	60434424	60434524	4290	0.06739747088402509	0.0
BCL11A	chr2	60434524	60434624	4291	0.06254310797899962	0.0
BCL11A	chr2	60434624	60434724	4292	0.05915692202746868	0.4325964720963213
BCL11A	chr2	60434724	60434824	4293	0.06614727851003409	0.24022287694690117
BCL11A	chr2	60434824	60434924	4294	0.057517915517091754	0.611483816487395
BCL11A	chr2	60434924	60435024	4295	0.05284035116434097	0.22878369233038207
BCL11A	chr2	60435024	60435124	4296	0.06411570627242327	0.22878369233038207
BCL11A	chr2	60435124	60435224	4297	0.09493218392133712	0.0
BCL11A	chr2	60435224	60435324	4298	0.10989953801035882	0.0
BCL11A	chr2	60435324	60435424	4299	0.11618928454816341	0.0
BCL11A	chr2	60435424	60435524	4300	0.10490942768752574	0.0
BCL11A	chr2	60435524	60435624	4301	0.08658035162836314	0.0
BCL11A	chr2	60435624	60435724	4302	0.10441949181258678	0.020285428663571067
BCL11A	chr2	60435724	60435824	4303	0.08671836607158184	0.11840801651952557
BCL11A	chr2	60435824	60435924	4304	0.09157819654792547	0.0
BCL11A	chr2	60435924	60436024	4305	0.050110466144979	0.3556821454507428
BCL11A	chr2	60436024	60436124	4306	0.05187573108822107	0.22878369233038207
BCL11A	chr2	60436124	60436224	4307	0.055585369542241095	0.0
BCL11A	chr2	60436224	60436324	4308	0.0709940655529499	0.0
BCL11A	chr2	60436324	60436424	4309	0.08715007349848747	0.22878369233038207
BCL11A	chr2	60436424	60436524	4310	0.1171717269718647	0.0
BCL11A	chr2	60436524	60436624	4311	0.10178094640374184	0.22878369233038207
BCL11A	chr2	60436624	60436724	4312	0.09824379451572895	0.0
BCL11A	chr2	60436724	60436824	4313	0.06508381228893995	0.0
BCL11A	chr2	60436824	60436924	4314	0.07872999347746372	0.0
BCL11A	chr2	60436924	60437024	4315	0.07012678749859333	0.09151347693215284
BCL11A	chr2	60437024	60437124	4316	0.0777706792205572	0.13727021539822923
BCL11A	chr2	60437124	60437224	4317	0.10862347602844238	0.22878369233038207
BCL11A	chr2	60437224	60437324	4318	0.10618795223534107	0.22878369233038207
BCL11A	chr2	60437324	60437424	4319	0.12740322604775428	0.45756738466076413
BCL11A	chr2	60437424	60437524	4320	0.12558645375072955	0.22878369233038207
BCL11A	chr2	60437524	60437624	4321	0.12633875854313373	0.22878369233038207
BCL11A	chr2	60437624	60437724	4322	0.11159422218799592	0.47733866490611776
BCL11A	chr2	60437724	60437824	4323	0.07366414409130811	0.3198390733703689
BCL11A	chr2	60437824	60437924	4324	0.060590632483363153	0.8087911123040015
BCL11A	chr2	60437924	60438024	4325	0.05683176506310701	0.22878369233038207
BCL11A	chr2	60438024	60438124	4326	0.052399189583957194	0.0
